code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,rev_26,rev_27,rev_28,rev_29,rev_30,rev_31,rev_32,rev_33,rev_34,rev_35,rev_36,rev_37,rev_38,rev_39,rev_40,rev_41,rev_42,rev_43,rev_44,rev_45,rev_46,rev_47,rev_48,rev_49,rev_50,rev_51,rev_52,rev_53,rev_54,rev_55,rev_56,rev_57,rev_58,rev_59,rev_60,rev_61,rev_62,rev_63,rev_64,rev_65,rev_66,rev_67,rev_68,rev_69,rev_70,rev_71,rev_72,rev_73,rev_74,rev_75,rev_76,rev_77,rev_78,rev_79,rev_80,rev_81,rev_82,rev_83,rev_84,rev_85,rev_86,rev_87,rev_88,rev_89,rev_90,rev_91,rev_92,rev_93,rev_94,rev_95,rev_96,rev_97,rev_98,rev_99,rev_100,rev_101,rev_102,rev_103,rev_104,rev_105,rev_106,rev_107,rev_108,rev_109,rev_110,rev_111,rev_112,rev_113,rev_114,rev_115,rev_116,rev_117,rev_118,rev_119,rev_120,rev_121,rev_122,rev_123,rev_124,rev_125,rev_126,rev_127,doc_link,source_link
PCA,repo,README.md,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,35,35,35,35,35,35,35,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,37,37,37,37,-,-,-,-,-,-,-,-,-,https://github.com/apachecn/ailearning/blob/c1408ef5203e351f0249b206d46c2473fd6c1b24/README.md,https://github.com/apachecn/ailearning/blob/d4da800beb8bd19b5b53445cbe1488a00d1bfafa/src/py3.x/ml/13.PCA/pca.py#L91
PPT,repo,README.md,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,-,-,-,-,-,-,-,-,-,https://github.com/apachecn/ailearning/blob/c1408ef5203e351f0249b206d46c2473fd6c1b24/README.md,https://github.com/apachecn/ailearning/blob/d4da800beb8bd19b5b53445cbe1488a00d1bfafa/docs/misc/AI学习路线.md#L148
PYPI,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,https://github.com/apachecn/ailearning/blob/c1408ef5203e351f0249b206d46c2473fd6c1b24/README.md,https://github.com/apachecn/ailearning/blob/ea4fc6ee631a77863361f79e3b3670f1bfc6fe7f/docs/tf2/README.md#L36
PyTorch,repo,README.md,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,72,124,124,124,124,124,124,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,66,66,66,66,-,-,-,-,-,-,-,-,-,https://github.com/apachecn/ailearning/blob/c1408ef5203e351f0249b206d46c2473fd6c1b24/README.md,https://github.com/apachecn/ailearning/blob/d4da800beb8bd19b5b53445cbe1488a00d1bfafa/docs/tf2/10.md#L251
QQ,repo,README.md,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15,15,15,15,15,15,https://github.com/apachecn/ailearning/blob/c1408ef5203e351f0249b206d46c2473fd6c1b24/README.md,https://github.com/apachecn/ailearning/blob/ea4fc6ee631a77863361f79e3b3670f1bfc6fe7f/docs/roadmap.md#L43
QuantLearning,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,1,1,https://github.com/apachecn/ailearning/blob/c1408ef5203e351f0249b206d46c2473fd6c1b24/README.md,https://github.com/apachecn/ailearning/blob/ea4fc6ee631a77863361f79e3b3670f1bfc6fe7f/NAV.md#L138
RNN,repo,README.md,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,136,140,140,140,140,140,140,140,140,140,140,140,-,-,-,140,140,140,140,140,140,140,140,140,140,140,140,136,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,265,263,263,263,-,-,-,-,-,-,-,-,-,https://github.com/apachecn/ailearning/blob/c1408ef5203e351f0249b206d46c2473fd6c1b24/README.md,https://github.com/apachecn/ailearning/blob/d4da800beb8bd19b5b53445cbe1488a00d1bfafa/docs/tf2/SUMMARY.md#L7
RecommenderSystems,repo,README.md,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,-,-,-,-,-,-,-,-,-,https://github.com/apachecn/ailearning/blob/c1408ef5203e351f0249b206d46c2473fd6c1b24/README.md,https://github.com/apachecn/ailearning/blob/d4da800beb8bd19b5b53445cbe1488a00d1bfafa/src/tutorials/RecommenderSystems/rs_rating_demo.py#L201
SA,repo,README.md,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,4,4,4,4,4,4,4,https://github.com/apachecn/ailearning/blob/c1408ef5203e351f0249b206d46c2473fd6c1b24/README.md,https://github.com/apachecn/ailearning/blob/ea4fc6ee631a77863361f79e3b3670f1bfc6fe7f/docs/tf2/README.md#L5
SVD,repo,README.md,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,85,86,86,86,86,86,86,86,86,85,85,85,85,85,85,85,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,-,-,-,-,-,-,-,-,-,https://github.com/apachecn/ailearning/blob/c1408ef5203e351f0249b206d46c2473fd6c1b24/README.md,https://github.com/apachecn/ailearning/blob/d4da800beb8bd19b5b53445cbe1488a00d1bfafa/src/tutorials/RecommenderSystems/rs_rating_demo.py#L5
SVM,repo,README.md,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,81,81,81,81,-,-,-,-,-,-,-,-,-,https://github.com/apachecn/ailearning/blob/c1408ef5203e351f0249b206d46c2473fd6c1b24/README.md,https://github.com/apachecn/ailearning/blob/d4da800beb8bd19b5b53445cbe1488a00d1bfafa/src/py3.x/ml/6.SVM/svm-simple.py#L240
TIMIT,repo,README.md,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,-,-,-,-,-,-,-,-,-,https://github.com/apachecn/ailearning/blob/c1408ef5203e351f0249b206d46c2473fd6c1b24/README.md,https://github.com/apachecn/ailearning/blob/d4da800beb8bd19b5b53445cbe1488a00d1bfafa/docs/nlp/11.md#L13
TM,repo,README.md,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,https://github.com/apachecn/ailearning/blob/c1408ef5203e351f0249b206d46c2473fd6c1b24/README.md,https://github.com/apachecn/ailearning/blob/d4da800beb8bd19b5b53445cbe1488a00d1bfafa/docs/da/090.md#L827
TensorFlow,repo,README.md,11,11,11,14,17,17,19,19,19,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,295,295,295,295,-,-,-,-,-,-,-,-,-,https://github.com/apachecn/ailearning/blob/c1408ef5203e351f0249b206d46c2473fd6c1b24/README.md,https://github.com/apachecn/ailearning/blob/d4da800beb8bd19b5b53445cbe1488a00d1bfafa/src/py3.x/tensorflow2.x/text_regression.py#L4
TensorFlow2,repo,README.md,1,1,1,1,8,8,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,https://github.com/apachecn/ailearning/blob/c1408ef5203e351f0249b206d46c2473fd6c1b24/README.md,https://github.com/apachecn/ailearning/blob/779ab778abfde44559228ee3673b780d51e6fd5f/docs/TensorFlow2.x/安装指南.md#L1
UNIT,repo,README.md,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,https://github.com/apachecn/ailearning/blob/c1408ef5203e351f0249b206d46c2473fd6c1b24/README.md,https://github.com/apachecn/ailearning/blob/b16322f4277f5d58a51286147c4ef917ab6b0e33/docs/nlp/README.md#L25
WordNet,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,-,-,-,-,-,-,-,-,-,https://github.com/apachecn/ailearning/blob/c1408ef5203e351f0249b206d46c2473fd6c1b24/README.md,https://github.com/apachecn/ailearning/blob/d4da800beb8bd19b5b53445cbe1488a00d1bfafa/docs/nlp/6.md#L753
apachecn@163.com,repo,README.md,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-,-,-,-,-,-,-,-,-,https://github.com/apachecn/ailearning/blob/c1408ef5203e351f0249b206d46c2473fd6c1b24/README.md,https://github.com/apachecn/ailearning/blob/d4da800beb8bd19b5b53445cbe1488a00d1bfafa/docs/linalg/README.md#L23
chinese_chatbot_corpus,repo,README.md,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,https://github.com/apachecn/ailearning/blob/c1408ef5203e351f0249b206d46c2473fd6c1b24/README.md,https://github.com/apachecn/ailearning/blob/b16322f4277f5d58a51286147c4ef917ab6b0e33/docs/nlp/README.md#L33
courseId,repo,README.md,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-,-,-,-,-,-,-,-,-,https://github.com/apachecn/ailearning/blob/c1408ef5203e351f0249b206d46c2473fd6c1b24/README.md,https://github.com/apachecn/ailearning/blob/d4da800beb8bd19b5b53445cbe1488a00d1bfafa/docs/misc/AI学习路线.md#L100
iBooker,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,2,2,2,2,5,5,https://github.com/apachecn/ailearning/blob/c1408ef5203e351f0249b206d46c2473fd6c1b24/README.md,https://github.com/apachecn/ailearning/blob/ea4fc6ee631a77863361f79e3b3670f1bfc6fe7f/asset/docsify-apachecn-footer.js#L13
nlp_chinese_corpus,repo,README.md,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,https://github.com/apachecn/ailearning/blob/c1408ef5203e351f0249b206d46c2473fd6c1b24/README.md,https://github.com/apachecn/ailearning/blob/b16322f4277f5d58a51286147c4ef917ab6b0e33/docs/nlp/README.md#L32
qq_39422642,repo,README.md,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,https://github.com/apachecn/ailearning/blob/c1408ef5203e351f0249b206d46c2473fd6c1b24/README.md,https://github.com/apachecn/ailearning/blob/b16322f4277f5d58a51286147c4ef917ab6b0e33/docs/nlp/README.md#L40
utm_medium,repo,README.md,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/apachecn/ailearning/blob/c1408ef5203e351f0249b206d46c2473fd6c1b24/README.md,https://github.com/apachecn/ailearning/blob/a8097f71404265bf4d35aa8e3f71227d85a8397e/docs/ml/6.1.支持向量机的几个通俗理解.md#L19
utm_source,repo,README.md,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/apachecn/ailearning/blob/c1408ef5203e351f0249b206d46c2473fd6c1b24/README.md,https://github.com/apachecn/ailearning/blob/a8097f71404265bf4d35aa8e3f71227d85a8397e/docs/ml/6.1.支持向量机的几个通俗理解.md#L19
weixin_42111770,repo,README.md,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,https://github.com/apachecn/ailearning/blob/c1408ef5203e351f0249b206d46c2473fd6c1b24/README.md,https://github.com/apachecn/ailearning/blob/b16322f4277f5d58a51286147c4ef917ab6b0e33/docs/nlp/README.md#L41
white_check_mark,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,https://github.com/apachecn/ailearning/blob/c1408ef5203e351f0249b206d46c2473fd6c1b24/README.md,https://github.com/apachecn/ailearning/blob/d4da800beb8bd19b5b53445cbe1488a00d1bfafa/old/SECURITY.md#L11
