code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,rev_26,rev_27,rev_28,rev_29,rev_30,rev_31,rev_32,rev_33,rev_34,rev_35,rev_36,rev_37,rev_38,rev_39,rev_40,rev_41,rev_42,rev_43,rev_44,rev_45,rev_46,rev_47,rev_48,rev_49,rev_50,rev_51,rev_52,rev_53,rev_54,rev_55,rev_56,rev_57,rev_58,rev_59,rev_60,rev_61,rev_62,rev_63,rev_64,rev_65,rev_66,rev_67,rev_68,rev_69,rev_70,rev_71,rev_72,rev_73,rev_74,rev_75,rev_76,rev_77,rev_78,rev_79,rev_80,rev_81,rev_82,rev_83,rev_84,rev_85,rev_86,rev_87,rev_88,rev_89,rev_90,rev_91,rev_92,rev_93,rev_94,rev_95,rev_96,rev_97,rev_98,rev_99,rev_100,rev_101,rev_102,rev_103,rev_104,rev_105,rev_106,rev_107,rev_108,rev_109,rev_110,rev_111,rev_112,rev_113,rev_114,rev_115,rev_116,rev_117,rev_118,rev_119,rev_120,rev_121,rev_122,rev_123,rev_124,rev_125,rev_126,rev_127,rev_128,rev_129,rev_130,rev_131,rev_132,rev_133,rev_134,rev_135,rev_136,rev_137,rev_138,rev_139,rev_140,doc_link,source_link
CheckBox/index.js,repo,README.md,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/elsewhencode/project-guidelines/blob/fc066b3ece319140265a0d844f1758520ad762f6/README.md,https://github.com/elsewhencode/project-guidelines/blob/70f67166f1132db8d198dff5bf81bc365b8ce7a1/README-zh.md#L395
Controllers,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,https://github.com/elsewhencode/project-guidelines/blob/fc066b3ece319140265a0d844f1758520ad762f6/README.md,https://github.com/elsewhencode/project-guidelines/blob/d433cc218e5b37280f55db5b147634fef9263d84/README-zh.md#L568
DELETE,repo,README.md,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,9,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,15,15,15,https://github.com/elsewhencode/project-guidelines/blob/fc066b3ece319140265a0d844f1758520ad762f6/README.md,https://github.com/elsewhencode/project-guidelines/blob/d433cc218e5b37280f55db5b147634fef9263d84/README-zh.md#L596
DevOps,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,11,11,11,https://github.com/elsewhencode/project-guidelines/blob/fc066b3ece319140265a0d844f1758520ad762f6/README.md,https://github.com/elsewhencode/project-guidelines/blob/d433cc218e5b37280f55db5b147634fef9263d84/README-zh.md#L334
DevTools,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,1,1,https://github.com/elsewhencode/project-guidelines/blob/fc066b3ece319140265a0d844f1758520ad762f6/README.md,https://github.com/elsewhencode/project-guidelines/blob/d433cc218e5b37280f55db5b147634fef9263d84/README-it.md#L900
ESLint,repo,README.md,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,6,6,6,6,6,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,12,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,18,18,18,https://github.com/elsewhencode/project-guidelines/blob/fc066b3ece319140265a0d844f1758520ad762f6/README.md,https://github.com/elsewhencode/project-guidelines/blob/d433cc218e5b37280f55db5b147634fef9263d84/README-zh.md#L424
EditorConfig,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,10,10,10,https://github.com/elsewhencode/project-guidelines/blob/fc066b3ece319140265a0d844f1758520ad762f6/README.md,https://github.com/elsewhencode/project-guidelines/blob/d433cc218e5b37280f55db5b147634fef9263d84/README-ru.md#L486
FlowType,repo,README.md,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,https://github.com/elsewhencode/project-guidelines/blob/fc066b3ece319140265a0d844f1758520ad762f6/README.md,https://github.com/elsewhencode/project-guidelines/blob/d433cc218e5b37280f55db5b147634fef9263d84/README-zh.md#L431
GET,repo,README.md,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,14,14,14,14,14,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,28,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,42,42,42,https://github.com/elsewhencode/project-guidelines/blob/fc066b3ece319140265a0d844f1758520ad762f6/README.md,https://github.com/elsewhencode/project-guidelines/blob/d433cc218e5b37280f55db5b147634fef9263d84/README-zh.md#L550
GitHub,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/elsewhencode/project-guidelines/blob/fc066b3ece319140265a0d844f1758520ad762f6/README.md,https://github.com/elsewhencode/project-guidelines/blob/a2a6c1bbc5c542b95eacbea283325f15f38c392c/CONTRIBUTING.md#L4
GitLab,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,https://github.com/elsewhencode/project-guidelines/blob/fc066b3ece319140265a0d844f1758520ad762f6/README.md,https://github.com/elsewhencode/project-guidelines/blob/d433cc218e5b37280f55db5b147634fef9263d84/README-ru.md#L89
HTML,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,1,1,https://github.com/elsewhencode/project-guidelines/blob/fc066b3ece319140265a0d844f1758520ad762f6/README.md,https://github.com/elsewhencode/project-guidelines/blob/d433cc218e5b37280f55db5b147634fef9263d84/README-it.md#L898
HTTP,repo,README.md,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,15,15,15,15,15,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,31,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,46,46,46,https://github.com/elsewhencode/project-guidelines/blob/fc066b3ece319140265a0d844f1758520ad762f6/README.md,https://github.com/elsewhencode/project-guidelines/blob/d433cc218e5b37280f55db5b147634fef9263d84/README-zh.md#L568
HTTPS,repo,README.md,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,https://github.com/elsewhencode/project-guidelines/blob/fc066b3ece319140265a0d844f1758520ad762f6/README.md,https://github.com/elsewhencode/project-guidelines/blob/d433cc218e5b37280f55db5b147634fef9263d84/README-zh.md#L696
ID,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,https://github.com/elsewhencode/project-guidelines/blob/fc066b3ece319140265a0d844f1758520ad762f6/README.md,https://github.com/elsewhencode/project-guidelines/blob/d433cc218e5b37280f55db5b147634fef9263d84/README-zh.md#L699
JSON,repo,README.md,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,12,12,12,12,12,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,24,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,34,34,34,https://github.com/elsewhencode/project-guidelines/blob/fc066b3ece319140265a0d844f1758520ad762f6/README.md,https://github.com/elsewhencode/project-guidelines/blob/d433cc218e5b37280f55db5b147634fef9263d84/README-zh.md#L570
JavaScript,repo,README.md,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,21,21,21,21,21,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,38,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,51,51,51,https://github.com/elsewhencode/project-guidelines/blob/fc066b3ece319140265a0d844f1758520ad762f6/README.md,https://github.com/elsewhencode/project-guidelines/blob/d433cc218e5b37280f55db5b147634fef9263d84/README-zh.md#L12
MIT,repo,README.md,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,https://github.com/elsewhencode/project-guidelines/blob/fc066b3ece319140265a0d844f1758520ad762f6/README.md,https://github.com/elsewhencode/project-guidelines/blob/d433cc218e5b37280f55db5b147634fef9263d84/README.sample.md#L3
OK,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,https://github.com/elsewhencode/project-guidelines/blob/fc066b3ece319140265a0d844f1758520ad762f6/README.md,https://github.com/elsewhencode/project-guidelines/blob/d433cc218e5b37280f55db5b147634fef9263d84/README-zh.md#L663
PATCH,repo,README.md,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,https://github.com/elsewhencode/project-guidelines/blob/fc066b3ece319140265a0d844f1758520ad762f6/README.md,https://github.com/elsewhencode/project-guidelines/blob/d433cc218e5b37280f55db5b147634fef9263d84/README-zh.md#L594
POST,repo,README.md,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,14,14,14,14,14,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,28,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,42,42,42,https://github.com/elsewhencode/project-guidelines/blob/fc066b3ece319140265a0d844f1758520ad762f6/README.md,https://github.com/elsewhencode/project-guidelines/blob/d433cc218e5b37280f55db5b147634fef9263d84/README-zh.md#L590
PR,repo,README.md,-,-,-,-,-,-,-,-,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/elsewhencode/project-guidelines/blob/fc066b3ece319140265a0d844f1758520ad762f6/README.md,https://github.com/elsewhencode/project-guidelines/blob/ae1f59af33447156bbd3dc7837c600f6b060611a/CONTRIBUTING.md#L3
PUT,repo,README.md,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,16,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,24,24,24,https://github.com/elsewhencode/project-guidelines/blob/fc066b3ece319140265a0d844f1758520ad762f6/README.md,https://github.com/elsewhencode/project-guidelines/blob/d433cc218e5b37280f55db5b147634fef9263d84/README-zh.md#L592
PascalCase,repo,README.md,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/elsewhencode/project-guidelines/blob/fc066b3ece319140265a0d844f1758520ad762f6/README.md,https://github.com/elsewhencode/project-guidelines/blob/70f67166f1132db8d198dff5bf81bc365b8ce7a1/README-zh.md#L392
QA,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,https://github.com/elsewhencode/project-guidelines/blob/fc066b3ece319140265a0d844f1758520ad762f6/README.md,https://github.com/elsewhencode/project-guidelines/blob/d433cc218e5b37280f55db5b147634fef9263d84/README-zh.md#L334
README,repo,README.md,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,6,6,6,6,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,19,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,37,37,36,https://github.com/elsewhencode/project-guidelines/blob/fc066b3ece319140265a0d844f1758520ad762f6/README.md,https://github.com/elsewhencode/project-guidelines/blob/d433cc218e5b37280f55db5b147634fef9263d84/README-zh.md#L3
README.md,repo,README.md,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,15,15,15,15,15,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,29,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,42,42,43,https://github.com/elsewhencode/project-guidelines/blob/fc066b3ece319140265a0d844f1758520ad762f6/README.md,https://github.com/elsewhencode/project-guidelines/blob/d433cc218e5b37280f55db5b147634fef9263d84/README-zh.md#L2
REST,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,https://github.com/elsewhencode/project-guidelines/blob/fc066b3ece319140265a0d844f1758520ad762f6/README.md,https://github.com/elsewhencode/project-guidelines/blob/d433cc218e5b37280f55db5b147634fef9263d84/README-ru.md#L726
RESTful,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,https://github.com/elsewhencode/project-guidelines/blob/fc066b3ece319140265a0d844f1758520ad762f6/README.md,https://github.com/elsewhencode/project-guidelines/blob/d433cc218e5b37280f55db5b147634fef9263d84/README-ru.md#L527
RisingStack,repo,README.md,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,https://github.com/elsewhencode/project-guidelines/blob/fc066b3ece319140265a0d844f1758520ad762f6/README.md,https://github.com/elsewhencode/project-guidelines/blob/d433cc218e5b37280f55db5b147634fef9263d84/README-zh.md#L773
TLS,repo,README.md,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,https://github.com/elsewhencode/project-guidelines/blob/fc066b3ece319140265a0d844f1758520ad762f6/README.md,https://github.com/elsewhencode/project-guidelines/blob/d433cc218e5b37280f55db5b147634fef9263d84/README-zh.md#L705
URL,repo,README.md,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,46,46,46,46,46,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,99,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,139,139,139,https://github.com/elsewhencode/project-guidelines/blob/fc066b3ece319140265a0d844f1758520ad762f6/README.md,https://github.com/elsewhencode/project-guidelines/blob/d433cc218e5b37280f55db5b147634fef9263d84/README-zh.md#L522
US,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,8,8,https://github.com/elsewhencode/project-guidelines/blob/fc066b3ece319140265a0d844f1758520ad762f6/README.md,https://github.com/elsewhencode/project-guidelines/blob/d433cc218e5b37280f55db5b147634fef9263d84/README-zh.md#L699
