code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,rev_26,rev_27,rev_28,rev_29,rev_30,rev_31,rev_32,rev_33,rev_34,rev_35,rev_36,rev_37,rev_38,rev_39,rev_40,rev_41,rev_42,rev_43,rev_44,rev_45,rev_46,rev_47,rev_48,rev_49,rev_50,rev_51,rev_52,rev_53,rev_54,rev_55,rev_56,rev_57,rev_58,rev_59,rev_60,rev_61,rev_62,rev_63,rev_64,rev_65,rev_66,rev_67,rev_68,rev_69,rev_70,rev_71,rev_72,rev_73,rev_74,rev_75,rev_76,rev_77,rev_78,rev_79,rev_80,rev_81,rev_82,rev_83,rev_84,rev_85,rev_86,rev_87,rev_88,rev_89,rev_90,rev_91,rev_92,rev_93,rev_94,rev_95,rev_96,rev_97,rev_98,rev_99,rev_100,rev_101,rev_102,rev_103,rev_104,rev_105,rev_106,rev_107,rev_108,rev_109,rev_110,rev_111,rev_112,rev_113,rev_114,rev_115,rev_116,rev_117,rev_118,rev_119,rev_120,rev_121,rev_122,rev_123,rev_124,rev_125,rev_126,rev_127,rev_128,rev_129,rev_130,rev_131,rev_132,rev_133,rev_134,rev_135,rev_136,rev_137,rev_138,rev_139,rev_140,rev_141,rev_142,rev_143,rev_144,rev_145,rev_146,rev_147,rev_148,rev_149,rev_150,rev_151,rev_152,doc_link,source_link
POSIX,wiki,posix_tutorial.markdown,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,12,12,13,13,13,13,13,13,14,14,15,15,15,15,15,17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,https://github.com/Tencent/MMKV/wiki/posix_tutorial/eff6cb7b08bc2a698416cdd56395cdc598fcb946,https://github.com/Tencent/MMKV/blob/66b3f41a5acb064c6c1b28272768908b9fa8a74e/readme_cn.md#L2
WeChat,wiki,posix_tutorial.markdown,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,https://github.com/Tencent/MMKV/wiki/posix_tutorial/eff6cb7b08bc2a698416cdd56395cdc598fcb946,https://github.com/Tencent/MMKV/blob/66b3f41a5acb064c6c1b28272768908b9fa8a74e/POSIX/Python/setup.py#L71
allKeys,wiki,posix_tutorial.markdown,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,23,23,23,23,23,23,23,23,23,23,23,28,28,28,28,28,28,28,29,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,https://github.com/Tencent/MMKV/wiki/posix_tutorial/eff6cb7b08bc2a698416cdd56395cdc598fcb946,https://github.com/Tencent/MMKV/blob/66b3f41a5acb064c6c1b28272768908b9fa8a74e/iOS/MMKVDemo/WatchApp Extension/ExtensionDelegate.mm#L86
allKeys(),wiki,posix_tutorial.markdown,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,19,19,19,19,19,19,19,19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,https://github.com/Tencent/MMKV/wiki/posix_tutorial/eff6cb7b08bc2a698416cdd56395cdc598fcb946,https://github.com/Tencent/MMKV/blob/66b3f41a5acb064c6c1b28272768908b9fa8a74e/iOS/MMKV/MMKV/libMMKV.mm#L494
defaultMMKV(),wiki,posix_tutorial.markdown,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,https://github.com/Tencent/MMKV/wiki/posix_tutorial/eff6cb7b08bc2a698416cdd56395cdc598fcb946,https://github.com/Tencent/MMKV/blob/66b3f41a5acb064c6c1b28272768908b9fa8a74e/readme_cn.md#L52
"getBool(""bool"")",wiki,posix_tutorial.markdown,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,https://github.com/Tencent/MMKV/wiki/posix_tutorial/eff6cb7b08bc2a698416cdd56395cdc598fcb946,https://github.com/Tencent/MMKV/blob/66b3f41a5acb064c6c1b28272768908b9fa8a74e/readme_cn.md#L163
"getDouble(""double"")",wiki,posix_tutorial.markdown,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,https://github.com/Tencent/MMKV/wiki/posix_tutorial/eff6cb7b08bc2a698416cdd56395cdc598fcb946,https://github.com/Tencent/MMKV/blob/66b3f41a5acb064c6c1b28272768908b9fa8a74e/Win32/Win32Demo/Win32Demo.cpp#L77
"getFloat(""float"")",wiki,posix_tutorial.markdown,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,https://github.com/Tencent/MMKV/wiki/posix_tutorial/eff6cb7b08bc2a698416cdd56395cdc598fcb946,https://github.com/Tencent/MMKV/blob/66b3f41a5acb064c6c1b28272768908b9fa8a74e/Win32/Win32Demo/Win32Demo.cpp#L72
"getInt32(""int32"")",wiki,posix_tutorial.markdown,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,https://github.com/Tencent/MMKV/wiki/posix_tutorial/eff6cb7b08bc2a698416cdd56395cdc598fcb946,https://github.com/Tencent/MMKV/blob/66b3f41a5acb064c6c1b28272768908b9fa8a74e/readme_cn.md#L166
"getInt64(""int64"")",wiki,posix_tutorial.markdown,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,https://github.com/Tencent/MMKV/wiki/posix_tutorial/eff6cb7b08bc2a698416cdd56395cdc598fcb946,https://github.com/Tencent/MMKV/blob/66b3f41a5acb064c6c1b28272768908b9fa8a74e/Win32/Win32Demo/Win32Demo.cpp#L62
"getString(""string"", result)",wiki,posix_tutorial.markdown,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,https://github.com/Tencent/MMKV/wiki/posix_tutorial/eff6cb7b08bc2a698416cdd56395cdc598fcb946,https://github.com/Tencent/MMKV/blob/66b3f41a5acb064c6c1b28272768908b9fa8a74e/readme_cn.md#L170
"getUInt32(""uint32"")",wiki,posix_tutorial.markdown,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,https://github.com/Tencent/MMKV/wiki/posix_tutorial/eff6cb7b08bc2a698416cdd56395cdc598fcb946,https://github.com/Tencent/MMKV/blob/66b3f41a5acb064c6c1b28272768908b9fa8a74e/Win32/Win32Demo/Win32Demo.cpp#L57
"getUInt64(""uint64"")",wiki,posix_tutorial.markdown,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,https://github.com/Tencent/MMKV/wiki/posix_tutorial/eff6cb7b08bc2a698416cdd56395cdc598fcb946,https://github.com/Tencent/MMKV/blob/66b3f41a5acb064c6c1b28272768908b9fa8a74e/Win32/Win32Demo/Win32Demo.cpp#L67
getYourAppDocumentDir(),wiki,posix_tutorial.markdown,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,https://github.com/Tencent/MMKV/wiki/posix_tutorial/eff6cb7b08bc2a698416cdd56395cdc598fcb946,https://github.com/Tencent/MMKV/blob/66b3f41a5acb064c6c1b28272768908b9fa8a74e/readme_cn.md#L151
iOS,wiki,posix_tutorial.markdown,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36,36,36,36,36,34,34,34,34,34,34,34,34,35,35,35,35,35,35,35,46,46,46,47,47,48,51,51,51,51,51,52,52,53,56,53,53,53,53,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,https://github.com/Tencent/MMKV/wiki/posix_tutorial/eff6cb7b08bc2a698416cdd56395cdc598fcb946,https://github.com/Tencent/MMKV/blob/66b3f41a5acb064c6c1b28272768908b9fa8a74e/readme_cn.md#L70
initializeMMKV(rootDir),wiki,posix_tutorial.markdown,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,https://github.com/Tencent/MMKV/wiki/posix_tutorial/eff6cb7b08bc2a698416cdd56395cdc598fcb946,https://github.com/Tencent/MMKV/blob/66b3f41a5acb064c6c1b28272768908b9fa8a74e/readme_cn.md#L152
macOS,wiki,posix_tutorial.markdown,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,27,27,27,28,28,29,29,29,29,29,29,30,30,31,31,31,31,31,31,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,https://github.com/Tencent/MMKV/wiki/posix_tutorial/eff6cb7b08bc2a698416cdd56395cdc598fcb946,https://github.com/Tencent/MMKV/blob/66b3f41a5acb064c6c1b28272768908b9fa8a74e/readme_cn.md#L2
main(),wiki,posix_tutorial.markdown,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,https://github.com/Tencent/MMKV/wiki/posix_tutorial/eff6cb7b08bc2a698416cdd56395cdc598fcb946,https://github.com/Tencent/MMKV/blob/66b3f41a5acb064c6c1b28272768908b9fa8a74e/readme_cn.md#L144
registerLogHandler(MyLogHandler),wiki,posix_tutorial.markdown,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,https://github.com/Tencent/MMKV/wiki/posix_tutorial/eff6cb7b08bc2a698416cdd56395cdc598fcb946,https://github.com/Tencent/MMKV/blob/66b3f41a5acb064c6c1b28272768908b9fa8a74e/POSIX/demo/demo.cpp#L305
"removeValueForKey(""bool"")",wiki,posix_tutorial.markdown,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,https://github.com/Tencent/MMKV/wiki/posix_tutorial/eff6cb7b08bc2a698416cdd56395cdc598fcb946,https://github.com/Tencent/MMKV/blob/66b3f41a5acb064c6c1b28272768908b9fa8a74e/POSIX/demo/demo.cpp#L94
rootDir,wiki,posix_tutorial.markdown,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,70,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,https://github.com/Tencent/MMKV/wiki/posix_tutorial/eff6cb7b08bc2a698416cdd56395cdc598fcb946,https://github.com/Tencent/MMKV/blob/66b3f41a5acb064c6c1b28272768908b9fa8a74e/readme_cn.md#L40
save,wiki,posix_tutorial.markdown,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,18,18,18,18,18,18,18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,https://github.com/Tencent/MMKV/wiki/posix_tutorial/eff6cb7b08bc2a698416cdd56395cdc598fcb946,https://github.com/Tencent/MMKV/blob/66b3f41a5acb064c6c1b28272768908b9fa8a74e/readme_cn.md#L143
"set(""Hello, MMKV for Win32"", ""string"")",wiki,posix_tutorial.markdown,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,https://github.com/Tencent/MMKV/wiki/posix_tutorial/eff6cb7b08bc2a698416cdd56395cdc598fcb946,https://github.com/Tencent/MMKV/blob/66b3f41a5acb064c6c1b28272768908b9fa8a74e/readme_cn.md#L168
"set(1024, ""int32"")",wiki,posix_tutorial.markdown,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,https://github.com/Tencent/MMKV/wiki/posix_tutorial/eff6cb7b08bc2a698416cdd56395cdc598fcb946,https://github.com/Tencent/MMKV/blob/66b3f41a5acb064c6c1b28272768908b9fa8a74e/readme_cn.md#L165
"set(3.14f, ""float"")",wiki,posix_tutorial.markdown,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,https://github.com/Tencent/MMKV/wiki/posix_tutorial/eff6cb7b08bc2a698416cdd56395cdc598fcb946,https://github.com/Tencent/MMKV/blob/66b3f41a5acb064c6c1b28272768908b9fa8a74e/Win32/Win32Demo/Win32Demo.cpp#L70
set(numeric_limits<double>::max(),wiki,posix_tutorial.markdown,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,https://github.com/Tencent/MMKV/wiki/posix_tutorial/eff6cb7b08bc2a698416cdd56395cdc598fcb946,https://github.com/Tencent/MMKV/blob/66b3f41a5acb064c6c1b28272768908b9fa8a74e/Win32/Win32Demo/Win32Demo.cpp#L75
set(numeric_limits<int64_t>::min(),wiki,posix_tutorial.markdown,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,https://github.com/Tencent/MMKV/wiki/posix_tutorial/eff6cb7b08bc2a698416cdd56395cdc598fcb946,https://github.com/Tencent/MMKV/blob/66b3f41a5acb064c6c1b28272768908b9fa8a74e/Win32/Win32Demo/Win32Demo.cpp#L60
set(numeric_limits<uint32_t>::max(),wiki,posix_tutorial.markdown,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,https://github.com/Tencent/MMKV/wiki/posix_tutorial/eff6cb7b08bc2a698416cdd56395cdc598fcb946,https://github.com/Tencent/MMKV/blob/66b3f41a5acb064c6c1b28272768908b9fa8a74e/Win32/Win32Demo/Win32Demo.cpp#L55
set(numeric_limits<uint64_t>::max(),wiki,posix_tutorial.markdown,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,https://github.com/Tencent/MMKV/wiki/posix_tutorial/eff6cb7b08bc2a698416cdd56395cdc598fcb946,https://github.com/Tencent/MMKV/blob/66b3f41a5acb064c6c1b28272768908b9fa8a74e/Win32/Win32Demo/Win32Demo.cpp#L65
