code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,rev_26,rev_27,rev_28,rev_29,rev_30,rev_31,rev_32,rev_33,rev_34,rev_35,rev_36,rev_37,rev_38,rev_39,rev_40,rev_41,rev_42,rev_43,rev_44,rev_45,rev_46,rev_47,rev_48,rev_49,rev_50,rev_51,rev_52,rev_53,rev_54,rev_55,rev_56,rev_57,rev_58,rev_59,rev_60,rev_61,rev_62,rev_63,rev_64,rev_65,rev_66,rev_67,rev_68,rev_69,rev_70,rev_71,rev_72,rev_73,rev_74,rev_75,rev_76,rev_77,rev_78,rev_79,rev_80,rev_81,rev_82,rev_83,rev_84,rev_85,rev_86,rev_87,rev_88,rev_89,rev_90,rev_91,rev_92,rev_93,rev_94,rev_95,rev_96,rev_97,rev_98,rev_99,rev_100,rev_101,rev_102,rev_103,rev_104,rev_105,rev_106,rev_107,rev_108,rev_109,rev_110,rev_111,rev_112,rev_113,rev_114,rev_115,rev_116,rev_117,rev_118,rev_119,rev_120,rev_121,rev_122,rev_123,rev_124,rev_125,rev_126,rev_127,rev_128,rev_129,rev_130,rev_131,rev_132,rev_133,rev_134,rev_135,rev_136,rev_137,rev_138,rev_139,rev_140,rev_141,rev_142,rev_143,rev_144,rev_145,rev_146,rev_147,rev_148,rev_149,rev_150,rev_151,rev_152,rev_153,rev_154,rev_155,rev_156,rev_157,rev_158,rev_159,rev_160,rev_161,rev_162,rev_163,rev_164,rev_165,rev_166,rev_167,rev_168,rev_169,rev_170,rev_171,rev_172,rev_173,rev_174,doc_link,source_link
query,repo,README.md,187,187,187,187,188,188,188,188,188,189,186,186,186,186,186,184,186,190,190,190,192,192,192,192,192,192,192,192,227,319,325,329,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/ts-bridge/blob/068f0b49a38c4384863d5e047d2e43d5061fd36d/README.md,https://github.com/google/ts-bridge/blob/a8e770f5ace45396c82eaafb6242ef7de7ce9d90/vendor/google.golang.org/genproto/googleapis/monitoring/v3/notification_service.pb.go#L263
roles/monitoring.editor,repo,README.md,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/ts-bridge/blob/068f0b49a38c4384863d5e047d2e43d5061fd36d/README.md,https://github.com/google/ts-bridge/blob/a9572aed1c0096dedf8e7615f50e675237a9a097/k8s/yaml/README.md#L36
stackdriver_destinations,repo,README.md,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,13,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,https://github.com/google/ts-bridge/blob/068f0b49a38c4384863d5e047d2e43d5061fd36d/README.md,https://github.com/google/ts-bridge/blob/a9572aed1c0096dedf8e7615f50e675237a9a097/web/testdata/valid.yaml#L13
true,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2569,2571,2571,2571,2580,2580,2584,2584,2584,2584,2584,2584,2619,2851,2868,2868,2874,2878,2877,2877,2877,42,42,42,42,45,45,45,46,46,46,46,46,46,46,46,46,519,519,519,519,521,521,521,521,521,521,521,521,521,521,525,525,525,526,526,526,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,https://github.com/google/ts-bridge/blob/068f0b49a38c4384863d5e047d2e43d5061fd36d/README.md,https://github.com/google/ts-bridge/blob/a9572aed1c0096dedf8e7615f50e675237a9a097/web/handlers.go#L42
ts-bridge,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,83,83,83,83,88,108,108,109,109,141,141,141,141,148,152,153,153,162,162,169,167,174,182,183,183,182,182,182,182,182,182,185,185,185,185,190,190,190,190,192,192,192,192,192,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,https://github.com/google/ts-bridge/blob/068f0b49a38c4384863d5e047d2e43d5061fd36d/README.md,https://github.com/google/ts-bridge/blob/a9572aed1c0096dedf8e7615f50e675237a9a097/web/static/index.html#L10
API,wiki,Home.md,.,.,.,.,.,.,.,.,.,.,415,415,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/ts-bridge/wiki/Home/6c63d8c8bb3944f25d5e5cb2305068ff60cc65fd,https://github.com/google/ts-bridge/blob/e7b7d6b174e7a3bb6bb3b2427bd4af0f62ed07dc/vendor/gopkg.in/yaml.v2/README.md#L29
AWS,wiki,Home.md,.,.,.,.,.,.,.,.,.,.,237,237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/ts-bridge/wiki/Home/6c63d8c8bb3944f25d5e5cb2305068ff60cc65fd,https://github.com/google/ts-bridge/blob/e7b7d6b174e7a3bb6bb3b2427bd4af0f62ed07dc/vendor/google.golang.org/genproto/googleapis/monitoring/v3/uptime.pb.go#L75
ENABLE_STATUS_PAGE,wiki,Home.md,.,.,.,.,.,.,.,.,.,.,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/ts-bridge/wiki/Home/6c63d8c8bb3944f25d5e5cb2305068ff60cc65fd,https://github.com/google/ts-bridge/blob/e7b7d6b174e7a3bb6bb3b2427bd4af0f62ed07dc/app/main.go#L119
ERROR,wiki,Home.md,.,.,.,.,.,.,.,.,.,.,23,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/ts-bridge/wiki/Home/6c63d8c8bb3944f25d5e5cb2305068ff60cc65fd,https://github.com/google/ts-bridge/blob/e7b7d6b174e7a3bb6bb3b2427bd4af0f62ed07dc/vendor/google.golang.org/grpc/grpclog/loggerv2.go#L43
GCP,wiki,Home.md,.,.,.,.,.,.,.,.,.,.,15,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/ts-bridge/wiki/Home/6c63d8c8bb3944f25d5e5cb2305068ff60cc65fd,https://github.com/google/ts-bridge/blob/e7b7d6b174e7a3bb6bb3b2427bd4af0f62ed07dc/vendor/google.golang.org/genproto/googleapis/monitoring/v3/uptime.pb.go#L74
GOOGLE_APPLICATION_CREDENTIALS,wiki,Home.md,.,.,.,.,.,.,.,.,.,.,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/ts-bridge/wiki/Home/6c63d8c8bb3944f25d5e5cb2305068ff60cc65fd,https://github.com/google/ts-bridge/blob/e7b7d6b174e7a3bb6bb3b2427bd4af0f62ed07dc/vendor/golang.org/x/oauth2/google/not_go19.go#L34
PermissionDenied,wiki,Home.md,.,.,.,.,.,.,.,.,.,.,9,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/ts-bridge/wiki/Home/6c63d8c8bb3944f25d5e5cb2305068ff60cc65fd,https://github.com/google/ts-bridge/blob/e7b7d6b174e7a3bb6bb3b2427bd4af0f62ed07dc/vendor/google.golang.org/grpc/internal/transport/http_util.go#L70
README,wiki,Home.md,.,.,.,.,.,.,.,.,.,.,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,122,121,121,121,121,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,https://github.com/google/ts-bridge/wiki/Home/6c63d8c8bb3944f25d5e5cb2305068ff60cc65fd,https://github.com/google/ts-bridge/blob/a9572aed1c0096dedf8e7615f50e675237a9a097/k8s/tanka/vendor/github.com/ksonnet/ksonnet-lib/ksonnet.beta.4/k8s.libsonnet#L8029
SDK,wiki,Home.md,.,.,.,.,.,.,.,.,.,.,190,190,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/ts-bridge/wiki/Home/6c63d8c8bb3944f25d5e5cb2305068ff60cc65fd,https://github.com/google/ts-bridge/blob/e7b7d6b174e7a3bb6bb3b2427bd4af0f62ed07dc/vendor/google.golang.org/appengine/CONTRIBUTING.md#L22
StatsCollector,wiki,Home.md,.,.,.,.,.,.,.,.,.,.,15,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/ts-bridge/wiki/Home/6c63d8c8bb3944f25d5e5cb2305068ff60cc65fd,https://github.com/google/ts-bridge/blob/e7b7d6b174e7a3bb6bb3b2427bd4af0f62ed07dc/tsbridge/stats.go#L35
US,wiki,Home.md,.,.,.,.,.,.,.,.,.,.,38,38,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/ts-bridge/wiki/Home/6c63d8c8bb3944f25d5e5cb2305068ff60cc65fd,https://github.com/google/ts-bridge/blob/e7b7d6b174e7a3bb6bb3b2427bd4af0f62ed07dc/vendor/golang.org/x/text/language/tags.go#L77
api_key,wiki,Home.md,.,.,.,.,.,.,.,.,.,.,11,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/ts-bridge/wiki/Home/6c63d8c8bb3944f25d5e5cb2305068ff60cc65fd,https://github.com/google/ts-bridge/blob/e7b7d6b174e7a3bb6bb3b2427bd4af0f62ed07dc/vendor/github.com/zorkian/go-datadog-api/request.go#L39
application_key,wiki,Home.md,.,.,.,.,.,.,.,.,.,.,11,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/ts-bridge/wiki/Home/6c63d8c8bb3944f25d5e5cb2305068ff60cc65fd,https://github.com/google/ts-bridge/blob/e7b7d6b174e7a3bb6bb3b2427bd4af0f62ed07dc/vendor/github.com/zorkian/go-datadog-api/request.go#L40
datadog_metrics,wiki,Home.md,.,.,.,.,.,.,.,.,.,.,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/ts-bridge/wiki/Home/6c63d8c8bb3944f25d5e5cb2305068ff60cc65fd,https://github.com/google/ts-bridge/blob/e7b7d6b174e7a3bb6bb3b2427bd4af0f62ed07dc/tsbridge/testdata/valid.yaml#L1
dev_appserver,wiki,Home.md,.,.,.,.,.,.,.,.,.,.,16,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/ts-bridge/wiki/Home/6c63d8c8bb3944f25d5e5cb2305068ff60cc65fd,https://github.com/google/ts-bridge/blob/e7b7d6b174e7a3bb6bb3b2427bd4af0f62ed07dc/vendor/google.golang.org/appengine/internal/api_pre17.go#L280
project_id,wiki,Home.md,.,.,.,.,.,.,.,.,.,.,23,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/ts-bridge/wiki/Home/6c63d8c8bb3944f25d5e5cb2305068ff60cc65fd,https://github.com/google/ts-bridge/blob/e7b7d6b174e7a3bb6bb3b2427bd4af0f62ed07dc/vendor/google.golang.org/genproto/googleapis/monitoring/v3/uptime.pb.go#L101
stackdriver_destinations,wiki,Home.md,.,.,.,.,.,.,.,.,.,.,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/ts-bridge/wiki/Home/6c63d8c8bb3944f25d5e5cb2305068ff60cc65fd,https://github.com/google/ts-bridge/blob/e7b7d6b174e7a3bb6bb3b2427bd4af0f62ed07dc/tsbridge/testdata/valid.yaml#L12
