code_element,page_type,page_name,rev_1,rev_2,rev_3,doc_link,source_link
"select(suggestions, selectedUsername)",repo,README.md,1,1,1,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/src/main/java/apps/provisioning/server/account/UsernameManager.java#L115
selectedUsername,repo,README.md,21,21,21,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/src/main/java/apps/provisioning/server/account/UsernameSuggestor.java#L67
service_accounts,repo,README.md,2,2,2,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/config.properties#L20
smith_nyc,repo,README.md,1,1,1,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/config.properties#L127
suggest,repo,README.md,45,45,45,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/src/test/java/apps/provisioning/server/rest/ProvisioningActionTest.java#L52
suggestedUsernamesTimeout,repo,README.md,22,22,22,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/src/main/java/apps/provisioning/server/rest/ProvisioningAction.java#L149
suggestions,repo,README.md,115,115,115,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/src/test/java/apps/provisioning/server/rest/ProvisioningActionTest.java#L74
userData,repo,README.md,102,102,102,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/src/test/java/apps/provisioning/server/account/UsernameSuggestorTest.java#L35
username,repo,README.md,221,221,221,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/src/test/java/apps/provisioning/server/rest/ProvisioningActionTest.java#L88
usernameManager,repo,README.md,11,11,11,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/src/test/java/apps/provisioning/server/account/UsernameManagerTest.java#L57
usernameManager.suggest(userData),repo,README.md,1,1,1,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/src/test/java/apps/provisioning/server/account/UsernameManagerTest.java#L74
usernames,repo,README.md,68,68,68,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/src/test/java/apps/provisioning/data/UsernameCacheTest.java#L48
void,repo,README.md,147,147,147,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/src/test/java/apps/provisioning/util/UtilsTest.java#L31
xhr.send(parameters),repo,README.md,2,2,2,https://github.com/google/account-provisioning-for-google-apps/blob/0011d32d5fb4355afbb1879141b121eae2919919/README.md,https://github.com/google/account-provisioning-for-google-apps/blob/73d408f596564d3a66262fc6b8c657fe602e1b49/demos/csv-provisioning-demo/csv-provisioning-demo.js#L53
