code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,rev_26,rev_27,rev_28,rev_29,rev_30,rev_31,rev_32,rev_33,rev_34,rev_35,rev_36,rev_37,rev_38,rev_39,rev_40,rev_41,rev_42,rev_43,rev_44,rev_45,rev_46,rev_47,rev_48,rev_49,rev_50,rev_51,rev_52,rev_53,rev_54,rev_55,rev_56,rev_57,rev_58,rev_59,rev_60,rev_61,rev_62,rev_63,rev_64,rev_65,rev_66,rev_67,rev_68,rev_69,rev_70,rev_71,rev_72,rev_73,rev_74,rev_75,rev_76,rev_77,rev_78,rev_79,rev_80,rev_81,rev_82,rev_83,rev_84,rev_85,rev_86,rev_87,rev_88,rev_89,rev_90,rev_91,rev_92,rev_93,rev_94,rev_95,rev_96,rev_97,doc_link,source_link
neuromodel.fetch_data,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/NeuroNER-CSPMC/blob/908c5b1bd4fc1c950df0bb19acbe6a5d760a8417/README.md,https://github.com/google/NeuroNER-CSPMC/blob/908c5b1bd4fc1c950df0bb19acbe6a5d760a8417/neuroner/__main__.py#L99
neuromodel.fetch_model,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,https://github.com/google/NeuroNER-CSPMC/blob/908c5b1bd4fc1c950df0bb19acbe6a5d760a8417/README.md,https://github.com/google/NeuroNER-CSPMC/blob/908c5b1bd4fc1c950df0bb19acbe6a5d760a8417/neuroner/__main__.py#L101
neuroner/prepare_pretrained_model.py,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/NeuroNER-CSPMC/blob/908c5b1bd4fc1c950df0bb19acbe6a5d760a8417/README.md,code_element is a file name
output_folder,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,18,18,18,18,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28,28,https://github.com/google/NeuroNER-CSPMC/blob/908c5b1bd4fc1c950df0bb19acbe6a5d760a8417/README.md,https://github.com/google/NeuroNER-CSPMC/blob/908c5b1bd4fc1c950df0bb19acbe6a5d760a8417/test/test_main.py#L30
output_folder_name,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,https://github.com/google/NeuroNER-CSPMC/blob/908c5b1bd4fc1c950df0bb19acbe6a5d760a8417/README.md,https://github.com/google/NeuroNER-CSPMC/blob/908c5b1bd4fc1c950df0bb19acbe6a5d760a8417/neuroner/scripts/share_model.py#L35
parameters.ini,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,22,22,22,22,22,21,21,21,21,21,21,21,21,https://github.com/google/NeuroNER-CSPMC/blob/908c5b1bd4fc1c950df0bb19acbe6a5d760a8417/README.md,https://github.com/google/NeuroNER-CSPMC/blob/908c5b1bd4fc1c950df0bb19acbe6a5d760a8417/test/test_main.py#L45
prepare_pretrained_model,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,https://github.com/google/NeuroNER-CSPMC/blob/908c5b1bd4fc1c950df0bb19acbe6a5d760a8417/README.md,https://github.com/google/NeuroNER-CSPMC/blob/908c5b1bd4fc1c950df0bb19acbe6a5d760a8417/neuroner/scripts/share_model.py#L30
pretrained_model_folder,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,15,17,17,17,17,17,17,17,17,17,18,18,18,18,18,18,17,17,17,17,17,17,32,32,https://github.com/google/NeuroNER-CSPMC/blob/908c5b1bd4fc1c950df0bb19acbe6a5d760a8417/README.md,https://github.com/google/NeuroNER-CSPMC/blob/908c5b1bd4fc1c950df0bb19acbe6a5d760a8417/test/test-parameters-training.ini#L17
results.json,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5,https://github.com/google/NeuroNER-CSPMC/blob/908c5b1bd4fc1c950df0bb19acbe6a5d760a8417/README.md,https://github.com/google/NeuroNER-CSPMC/blob/908c5b1bd4fc1c950df0bb19acbe6a5d760a8417/neuroner/scripts/eval.py#L51
share_model.py,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,https://github.com/google/NeuroNER-CSPMC/blob/908c5b1bd4fc1c950df0bb19acbe6a5d760a8417/README.md,code_element is a file name
src/parameters.ini,repo,README.md,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/NeuroNER-CSPMC/blob/908c5b1bd4fc1c950df0bb19acbe6a5d760a8417/README.md,https://github.com/google/NeuroNER-CSPMC/blob/d7f1b4baa3f55702c291d0fdb17dd54bccab12da/data/i2b2_2014_deid/readme.md#L29
src/prepare_pretrained_model.py,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/NeuroNER-CSPMC/blob/908c5b1bd4fc1c950df0bb19acbe6a5d760a8417/README.md,code_element is a file name
tagging_format,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,9,9,9,9,9,11,11,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15,15,15,15,16,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,17,17,17,17,17,17,17,17,https://github.com/google/NeuroNER-CSPMC/blob/908c5b1bd4fc1c950df0bb19acbe6a5d760a8417/README.md,https://github.com/google/NeuroNER-CSPMC/blob/908c5b1bd4fc1c950df0bb19acbe6a5d760a8417/test/test-parameters-training.ini#L70
test,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,113,113,113,113,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,103,103,103,103,103,103,103,103,103,103,103,104,104,104,104,104,104,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,112,112,112,115,113,113,113,113,113,113,113,113,113,112,112,112,112,112,112,112,109,109,109,109,109,115,115,https://github.com/google/NeuroNER-CSPMC/blob/908c5b1bd4fc1c950df0bb19acbe6a5d760a8417/README.md,https://github.com/google/NeuroNER-CSPMC/blob/908c5b1bd4fc1c950df0bb19acbe6a5d760a8417/test/test_main.py#L14
test.txt,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/NeuroNER-CSPMC/blob/908c5b1bd4fc1c950df0bb19acbe6a5d760a8417/README.md,https://github.com/google/NeuroNER-CSPMC/blob/da3928acbb0ef4e0b981be183793064bc32058b6/src/main.py#L67
threads_prediction,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,https://github.com/google/NeuroNER-CSPMC/blob/908c5b1bd4fc1c950df0bb19acbe6a5d760a8417/README.md,https://github.com/google/NeuroNER-CSPMC/blob/908c5b1bd4fc1c950df0bb19acbe6a5d760a8417/neuroner/scripts/train.py#L71
threads_tf,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,https://github.com/google/NeuroNER-CSPMC/blob/908c5b1bd4fc1c950df0bb19acbe6a5d760a8417/README.md,https://github.com/google/NeuroNER-CSPMC/blob/908c5b1bd4fc1c950df0bb19acbe6a5d760a8417/neuroner/scripts/train.py#L69
token_embedding_dimension,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,10,10,10,10,10,12,12,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15,15,15,15,16,19,19,19,19,19,19,19,19,19,17,17,17,17,17,17,16,16,16,16,16,16,23,23,https://github.com/google/NeuroNER-CSPMC/blob/908c5b1bd4fc1c950df0bb19acbe6a5d760a8417/README.md,https://github.com/google/NeuroNER-CSPMC/blob/908c5b1bd4fc1c950df0bb19acbe6a5d760a8417/test/test-parameters-training.ini#L41
token_lstm_hidden_state_dimension,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,11,11,11,11,11,13,13,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,16,16,16,16,16,16,16,17,20,20,20,20,20,20,20,20,20,18,18,18,18,18,18,17,17,17,17,17,17,17,17,https://github.com/google/NeuroNER-CSPMC/blob/908c5b1bd4fc1c950df0bb19acbe6a5d760a8417/README.md,https://github.com/google/NeuroNER-CSPMC/blob/908c5b1bd4fc1c950df0bb19acbe6a5d760a8417/test/test-parameters-training.ini#L42
token_pretrained_embedding_filepath,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,12,12,12,12,12,14,14,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,21,21,21,21,21,21,22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,22,22,22,22,22,22,22,22,https://github.com/google/NeuroNER-CSPMC/blob/908c5b1bd4fc1c950df0bb19acbe6a5d760a8417/README.md,https://github.com/google/NeuroNER-CSPMC/blob/908c5b1bd4fc1c950df0bb19acbe6a5d760a8417/test/test-parameters-training.ini#L37
train,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,122,122,122,122,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,113,113,113,113,113,113,113,113,113,114,114,114,114,114,114,114,114,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,117,119,119,120,117,117,117,117,117,117,117,117,117,113,113,113,113,113,113,113,113,113,113,113,113,125,125,https://github.com/google/NeuroNER-CSPMC/blob/908c5b1bd4fc1c950df0bb19acbe6a5d760a8417/README.md,https://github.com/google/NeuroNER-CSPMC/blob/908c5b1bd4fc1c950df0bb19acbe6a5d760a8417/test/test-parameters-training.ini#L4
train.txt,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,6,6,6,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/NeuroNER-CSPMC/blob/908c5b1bd4fc1c950df0bb19acbe6a5d760a8417/README.md,https://github.com/google/NeuroNER-CSPMC/blob/df59495019f758d647fbde9d0084a286b3a4e99a/src/conll2standoff.py#L347
train_model,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,19,19,19,19,19,19,19,19,19,19,20,20,20,20,20,20,20,22,32,32,32,31,31,31,31,31,31,25,25,25,25,25,25,24,24,24,24,24,24,28,28,https://github.com/google/NeuroNER-CSPMC/blob/908c5b1bd4fc1c950df0bb19acbe6a5d760a8417/README.md,https://github.com/google/NeuroNER-CSPMC/blob/908c5b1bd4fc1c950df0bb19acbe6a5d760a8417/test/test-parameters-training.ini#L14
trained_models,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,16,16,16,16,16,16,16,16,16,16,16,16,18,18,https://github.com/google/NeuroNER-CSPMC/blob/908c5b1bd4fc1c950df0bb19acbe6a5d760a8417/README.md,https://github.com/google/NeuroNER-CSPMC/blob/908c5b1bd4fc1c950df0bb19acbe6a5d760a8417/test/test-parameters-training.ini#L17
use_character_lstm,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,8,8,8,8,8,10,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,13,13,13,13,14,17,17,17,17,17,17,17,17,17,15,15,15,15,15,15,14,14,14,14,14,14,13,13,https://github.com/google/NeuroNER-CSPMC/blob/908c5b1bd4fc1c950df0bb19acbe6a5d760a8417/README.md,https://github.com/google/NeuroNER-CSPMC/blob/908c5b1bd4fc1c950df0bb19acbe6a5d760a8417/test/test-parameters-training.ini#L33
use_crf,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,8,8,8,8,8,10,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,13,13,13,13,14,17,17,17,17,17,17,17,17,17,15,15,15,15,15,15,14,16,16,16,16,16,15,15,https://github.com/google/NeuroNER-CSPMC/blob/908c5b1bd4fc1c950df0bb19acbe6a5d760a8417/README.md,https://github.com/google/NeuroNER-CSPMC/blob/908c5b1bd4fc1c950df0bb19acbe6a5d760a8417/test/test-parameters-training.ini#L44
use_pretrained_model,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30,30,30,30,30,30,30,30,30,30,31,32,32,32,32,32,32,32,33,41,41,41,40,40,40,40,40,40,33,33,33,33,33,33,32,32,32,32,32,32,34,34,https://github.com/google/NeuroNER-CSPMC/blob/908c5b1bd4fc1c950df0bb19acbe6a5d760a8417/README.md,https://github.com/google/NeuroNER-CSPMC/blob/908c5b1bd4fc1c950df0bb19acbe6a5d760a8417/test/test-parameters-training.ini#L3
valid,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,32,32,32,32,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,34,39,39,39,39,39,39,39,39,39,36,36,36,36,36,36,36,36,36,36,36,36,36,36,https://github.com/google/NeuroNER-CSPMC/blob/908c5b1bd4fc1c950df0bb19acbe6a5d760a8417/README.md,https://github.com/google/NeuroNER-CSPMC/blob/908c5b1bd4fc1c950df0bb19acbe6a5d760a8417/test/test-parameters-training.ini#L4
valid.txt,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/NeuroNER-CSPMC/blob/908c5b1bd4fc1c950df0bb19acbe6a5d760a8417/README.md,https://github.com/google/NeuroNER-CSPMC/blob/da3928acbb0ef4e0b981be183793064bc32058b6/src/main.py#L66
word_vectors,repo,README.md,-,-,-,-,-,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,https://github.com/google/NeuroNER-CSPMC/blob/908c5b1bd4fc1c950df0bb19acbe6a5d760a8417/README.md,https://github.com/google/NeuroNER-CSPMC/blob/908c5b1bd4fc1c950df0bb19acbe6a5d760a8417/.travis_install_ubuntu.sh#L13
