code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,rev_26,rev_27,rev_28,rev_29,rev_30,rev_31,rev_32,rev_33,rev_34,rev_35,rev_36,rev_37,rev_38,rev_39,rev_40,rev_41,rev_42,rev_43,rev_44,rev_45,rev_46,rev_47,rev_48,rev_49,rev_50,rev_51,rev_52,rev_53,doc_link,source_link
kGTMOAuthErrorWindowClosed,wiki,Home.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2,2,2,https://github.com/google/gtm-oauth/wiki/Home/d291a4c87433724392ee5cbba119c7cf88a83753,https://github.com/google/gtm-oauth/blob/0bc8ba45d4e5bfb0a2ed1cac54c40b2f359a1a54/Source/GTMOAuthSignIn.m#L207
language:nil,wiki,Home.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,4,4,4,https://github.com/google/gtm-oauth/wiki/Home/d291a4c87433724392ee5cbba119c7cf88a83753,https://github.com/google/gtm-oauth/blob/0bc8ba45d4e5bfb0a2ed1cac54c40b2f359a1a54/Source/Touch/GTMOAuthViewControllerTouch.h#L31
myConsumerKey,wiki,Home.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,4,4,4,https://github.com/google/gtm-oauth/wiki/Home/d291a4c87433724392ee5cbba119c7cf88a83753,https://github.com/google/gtm-oauth/blob/0bc8ba45d4e5bfb0a2ed1cac54c40b2f359a1a54/Examples/OAuthSampleTouch/OAuthSampleRootViewControllerTouch.m#L142
myConsumerSecret,wiki,Home.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,4,4,4,https://github.com/google/gtm-oauth/wiki/Home/d291a4c87433724392ee5cbba119c7cf88a83753,https://github.com/google/gtm-oauth/blob/0bc8ba45d4e5bfb0a2ed1cac54c40b2f359a1a54/Examples/OAuthSampleTouch/OAuthSampleRootViewControllerTouch.m#L143
navigationController,wiki,Home.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,21,21,14,14,https://github.com/google/gtm-oauth/wiki/Home/d291a4c87433724392ee5cbba119c7cf88a83753,https://github.com/google/gtm-oauth/blob/0bc8ba45d4e5bfb0a2ed1cac54c40b2f359a1a54/Source/Touch/GTMOAuthViewControllerTouch.m#L351
privateKey:myConsumerSecret,wiki,Home.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,3,3,3,https://github.com/google/gtm-oauth/wiki/Home/d291a4c87433724392ee5cbba119c7cf88a83753,https://github.com/google/gtm-oauth/blob/0bc8ba45d4e5bfb0a2ed1cac54c40b2f359a1a54/Source/Mac/GTMOAuthWindowController.h#L31
pushViewController:viewController,wiki,Home.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2,2,2,https://github.com/google/gtm-oauth/wiki/Home/d291a4c87433724392ee5cbba119c7cf88a83753,https://github.com/google/gtm-oauth/blob/0bc8ba45d4e5bfb0a2ed1cac54c40b2f359a1a54/Source/Touch/GTMOAuthViewControllerTouch.h#L39
requestTokenURL:requestURL,wiki,Home.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7,7,7,7,https://github.com/google/gtm-oauth/wiki/Home/d291a4c87433724392ee5cbba119c7cf88a83753,https://github.com/google/gtm-oauth/blob/0bc8ba45d4e5bfb0a2ed1cac54c40b2f359a1a54/Source/Touch/GTMOAuthViewControllerTouch.m#L121
requestURL,wiki,Home.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14,14,14,14,https://github.com/google/gtm-oauth/wiki/Home/d291a4c87433724392ee5cbba119c7cf88a83753,https://github.com/google/gtm-oauth/blob/0bc8ba45d4e5bfb0a2ed1cac54c40b2f359a1a54/Source/Touch/GTMOAuthViewControllerTouch.m#L101
request_token,wiki,Home.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2,2,2,https://github.com/google/gtm-oauth/wiki/Home/d291a4c87433724392ee5cbba119c7cf88a83753,https://github.com/google/gtm-oauth/blob/0bc8ba45d4e5bfb0a2ed1cac54c40b2f359a1a54/Examples/OAuthSampleTouch/OAuthSampleRootViewControllerTouch.m#L165
serviceProvider,wiki,Home.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,4,4,4,https://github.com/google/gtm-oauth/wiki/Home/d291a4c87433724392ee5cbba119c7cf88a83753,https://github.com/google/gtm-oauth/blob/0bc8ba45d4e5bfb0a2ed1cac54c40b2f359a1a54/Source/Test/GTMOAuthTest.m#L184
setAuthentication:auth,wiki,Home.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,4,4,4,https://github.com/google/gtm-oauth/wiki/Home/d291a4c87433724392ee5cbba119c7cf88a83753,https://github.com/google/gtm-oauth/blob/0bc8ba45d4e5bfb0a2ed1cac54c40b2f359a1a54/Examples/OAuthSampleTouch/OAuthSampleRootViewControllerTouch.m#L74
setCallback,wiki,Home.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,4,4,4,https://github.com/google/gtm-oauth/wiki/Home/d291a4c87433724392ee5cbba119c7cf88a83753,https://github.com/google/gtm-oauth/blob/0bc8ba45d4e5bfb0a2ed1cac54c40b2f359a1a54/Source/Mac/GTMOAuthWindowController.h#L33
viewController,wiki,Home.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10,10,10,10,https://github.com/google/gtm-oauth/wiki/Home/d291a4c87433724392ee5cbba119c7cf88a83753,https://github.com/google/gtm-oauth/blob/0bc8ba45d4e5bfb0a2ed1cac54c40b2f359a1a54/Source/Touch/GTMOAuthViewControllerTouch.m#L155
viewController:finishedWithAuth:error:,wiki,Home.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2,2,2,https://github.com/google/gtm-oauth/wiki/Home/d291a4c87433724392ee5cbba119c7cf88a83753,https://github.com/google/gtm-oauth/blob/0bc8ba45d4e5bfb0a2ed1cac54c40b2f359a1a54/Source/Touch/GTMOAuthViewControllerTouch.h#L38
